REGISTO,OBSER,CONCELHO,FREGUESIA,DATAINICIO,HORAINI,MINUTINI,DATAFIM,HORAFIM,MINUFIM,CAUSA,A_ARBORIZA,A_N_ARBORI,TOTAL
DM5770,,AMARANTE,GATAO,1993/08/19,22,15,1993/08/20,4,15,DES,5,2,7
DM5771,,MAIA,FOLGOSA,1993/08/19,22,25,1993/08/20,0,0,DES,0,0.03,0.03
DM5772,,BRAGA,NOGUEIRO,1993/08/19,22,25,1993/08/19,23,20,DES,0,0.5,0.5
DM5773,,CAB.BASTO,CABECEIRAS,1993/08/19,22,30,1993/08/19,23,40,DES,0,0.15,0.15
DM5774,,T.BOURO,CHORENSE,1993/08/19,22,35,1993/08/20,6,5,DES,0,10,10
DM5775,,V.N.GAIA,ARCOZELO,1993/08/19,22,40,1993/08/19,23,45,DES,0,0.2,0.2
DM5776,,P.LIMA,CALHEIROS,1993/08/19,22,40,1993/08/20,1,30,DES,0,0.05,0.05
DM5776,,P.LIMA,CALHEIROS,1993/08/20,8,0,1993/08/20,10,0,DES,1,0,1
DM5777,,AMARANTE,MANCELOS,1993/08/19,22,40,1993/08/19,23,10,DES,0,0.1,0.1
DM5778,,FELGUEIRAS,MOURE,1993/08/19,22,40,1993/08/20,0,20,DES,0,0.1,0.1
DM5779,,MARCO,S.L.DOURO,1993/08/19,22,40,1993/08/20,0,10,DES,0,1,1
DM5780,,V.N.GAIA,SANDIM,1993/08/19,22,40,1993/08/19,23,45,DES,0,0.08,0.08
DM5781,,BAIAO,GRILO,1993/08/19,22,45,1993/08/20,0,0,DES,0,0.05,0.05
DM5782,,GONDOMAR,S.P.COVA,1993/08/19,22,45,1993/08/19,23,15,DES,0,0.05,0.05
DM5783,,MARCO,SANDE,1993/08/19,22,45,1993/08/20,11,0,DES,3,12,15
DM5784,,V.N.GAIA,V.PARAISO,1993/08/19,22,45,1993/08/19,23,15,DES,0,0.05,0.05
DM5785,,GONDOMAR,JOVIM,1993/08/19,22,50,1993/08/20,0,50,DES,0,0.05,0.05
DM5786,,LOUSADA,LODARES,1993/08/19,22,50,1993/08/20,1,25,DES,0.15,0.2,0.35
DM5787,,FAFE,PASSOS,1993/08/20,13,45,1993/08/20,18,20,DES,0,2,2
DM5787,,FAFE,PASSOS,1993/08/19,22,50,1993/08/20,0,5,DES,0.02,0,0.02
DM5788,,GONDOMAR,MELRES,1993/08/19,22,55,1993/08/19,23,30,DES,0,0.05,0.05
DM5789,,FAFE,OUTRAS,1993/08/19,23,0,1993/08/19,23,40,DES,0,0.04,0.04
DM5790,,GONDOMAR,S.P.COVA,1993/08/19,23,0,1993/08/20,0,0,DES,0,0.05,0.05
DM5791,,P.LANHOSO,TRAVASSOS,1993/08/19,23,0,1993/08/20,4,15,DES,0,3,3
DM5792,,BAIAO,GESTACO,1993/08/19,23,10,1993/08/20,4,30,DES,0,2,2
DM5793,,FEIRA,"RIO MEAO",1993/08/19,23,25,1993/08/20,2,25,DES,0,1,1
DM5794,,VALENCA,FRIESTAS,1993/08/19,23,30,1993/08/20,3,35,DES,0,0.03,0.03
DM5795,,AMARANTE,MANCELOS,1993/08/20,11,15,1993/08/20,12,0,DES,0,0.06,0.06
DM5795,,AMARANTE,MANCELOS,1993/08/20,7,50,1993/08/20,8,50,DES,0,0.2,0.2
DM5795,,AMARANTE,MANCELOS,1993/08/19,23,30,1993/08/20,0,50,DES,0,0.5,0.5
DM5796,,P.FERREIRA,PENAMAIOR,1993/08/19,23,30,1993/08/20,1,5,DES,0,0.05,0.05
DM5796,,P.FERREIRA,PENAMAIOR,1993/08/20,6,25,1993/08/20,10,15,DES,0.2,0.3,0.5
DM5797,,FAMALICAO,JOANE,1993/08/19,23,35,1993/08/20,0,30,DES,0,0.01,0.01
DM5798,,PENAFIEL,CROCA,1993/08/19,23,40,1993/08/20,1,15,DES,0,0.1,0.1
DM5799,,FAMALICAO,LOURO,1993/08/19,23,40,1993/08/20,0,50,DES,0,0.15,0.15
DM5800,,AMARANTE,FRIDAO,1993/08/19,23,45,1993/08/20,0,45,DES,0,0.01,0.01
DM5801,,V.N.GAIA,V.ANDORINHO,1993/08/19,23,45,1993/08/20,0,15,DES,0,0.04,0.04
DM5802,,S.TIRSO,AVES,1993/08/19,23,57,1993/08/20,0,33,DES,0,0.05,0.05
DM5803,,A.VALDEVEZ,GIELA,1993/08/20,0,0,1993/08/20,2,30,DES,0,1.5,1.5
DM5804,,LOUSADA,SILVARES,1993/08/20,0,0,1993/08/20,1,0,DES,0,0.3,0.3
DM5805,,PAREDES,MADALENA,1993/08/20,0,5,1993/08/20,0,45,DES,0,0.1,0.1
DM5806,,FELGUEIRAS,V.C.LIXA,1993/08/20,0,5,1993/08/20,1,0,DES,0,0.03,0.03
DM5806,,FELGUEIRAS,V.C.LIXA,1993/08/20,6,50,1993/08/20,8,5,DES,0,0.1,0.1
DM5807,,PAREDES,MADALENA,1993/08/20,2,35,1993/08/20,3,10,DES,0,0.05,0.05
DM5807,,PAREDES,MADALENA,1993/08/20,0,10,1993/08/20,1,15,DES,0,0.15,0.15
DM5808,,MARCO,V.B.QUIRES,1993/08/20,0,10,1993/08/20,1,15,DES,0,0.05,0.05
DM5809,,S.TIRSO,BURGAES,1993/08/20,0,12,1993/08/20,1,20,DES,0,0.1,0.1
DM5810,,V.N.CERVEIRA,SOPO,1993/08/20,0,15,1993/08/20,18,15,DES,261.88,49.17,311.05
DM5810,,CAMINHA,ARGELA,1993/08/20,0,15,1993/08/20,18,15,DES,39,5.62,44.62
DM5810,,CAMINHA,A.BAIXO,1993/08/20,0,15,1993/08/20,18,15,DES,111.25,0,111.25
DM5810,,V.N.CERVEIRA,COVAS,1993/08/20,0,15,1993/08/20,18,15,DES,761.3,49.25,810.55
DM5810,,CAMINHA,A.CIMA,1993/08/20,0,15,1993/08/20,18,15,DES,547.5,0,547.5
DM5815,,BARCELOS,ADAES,1993/08/20,0,30,1993/08/20,1,10,DES,0,0.05,0.05
DM5816,,PENAFIEL,PENAFIEL,1993/08/20,0,30,1993/08/20,1,0,DES,0,0.02,0.02
DM5817,,MARCO,CONSTANCE,1993/08/20,0,35,1993/08/20,1,55,DES,0,0.01,0.01
DM5817,,MARCO,CONSTANCE,1993/08/20,6,0,1993/08/20,13,50,DES,3,5,8
DM5818,,FAMALICAO,MOUQUIM,1993/08/20,0,35,1993/08/20,1,20,DES,0,0.04,0.04
DM5819,,BRAGA,SEMELHE,1993/08/20,0,35,1993/08/20,1,15,DES,0,0.01,0.01
DM5820,,P.COURA,RESENDE,1993/08/20,0,40,1993/08/20,4,30,DES,0,1.5,1.5
DM5820,,P.COURA,RESENDE,1993/08/20,11,35,1993/08/20,14,15,DES,0,1.5,1.5
DM5821,,MARCO,ALPENDURADA,1993/08/20,0,45,1993/08/20,2,10,DES,0,0.2,0.2
DM5821,,MARCO,ALPENDURADA,1993/08/20,11,15,1993/08/20,16,0,DES,0.5,1,1.5
DM5821,,MARCO,ALPENDURADA,1993/08/20,6,30,1993/08/20,16,0,DES,2,2,4
DM5822,,P.FERREIRA,FIGUEIRO,1993/08/20,1,0,1993/08/20,1,40,DES,0,0.03,0.03
DM5823,,P.FERREIRA,SANFINS,1993/08/20,13,0,1993/08/20,13,30,DES,0,0.02,0.02
DM5823,,P.FERREIRA,SANFINS,1993/08/20,1,0,1993/08/20,1,30,DES,0,0.05,0.05
DM5824,,V.MINHO,CANTELAES,1993/08/20,1,10,1993/08/20,2,0,DES,0,0.05,0.05
DM5825,,FAMALICAO,LOUSADO,1993/08/20,1,15,1993/08/20,2,5,DES,0,0.02,0.02
DM5826,,S.J.MADEIRA,S.J.MADEIRA,1993/08/20,1,25,1993/08/20,2,10,DES,0,0.02,0.02
DM5827,,FELGUEIRAS,SOUSA,1993/08/20,1,25,1993/08/20,2,30,DES,0,0.2,0.2
DM5828,,S.TIRSO,GUIDOES,1993/08/20,8,17,1993/08/20,9,20,DES,0,0.03,0.03
DM5828,,S.TIRSO,GUIDOES,1993/08/20,1,30,1993/08/20,3,35,DES,0,0.05,0.05
DM5828,,S.TIRSO,GUIDOES,1993/08/20,17,40,1993/08/20,19,45,DES,0,0.1,0.1
DM5829,,GUIMARAES,VERMIL,1993/08/20,10,20,1993/08/20,11,55,DES,0,0.2,0.2
DM5829,,GUIMARAES,VERMIL,1993/08/20,1,35,1993/08/20,3,35,DES,0,0.3,0.3
DM5829,,GUIMARAES,VERMIL,1993/08/20,13,50,1993/08/20,15,40,DES,0,0.5,0.5
DM5830,,FAFE,M.REI,1993/08/20,2,0,1993/08/20,3,30,DES,0,2,2
DM5831,,FAMALICAO,CALENDARIO,1993/08/20,2,10,1993/08/20,4,0,DES,0,0.11,0.11
DM5832,,FELGUEIRAS,S.ADRIAO,1993/08/20,2,10,1993/08/20,3,40,DES,0,1,1
DM5833,,P.LIMA,SOUTO,1993/08/20,2,10,1993/08/20,3,15,DES,0,1,1
DM5834,,GUIMARAES,BARCO,1993/08/20,2,15,1993/08/20,2,45,DES,0,0.02,0.02
DM5835,,FAMALICAO,LEMENHE,1993/08/20,2,30,1993/08/20,3,45,DES,0,0.3,0.3
DM5836,,MARCO,V.O.ALIVIADA,1993/08/20,2,35,1993/08/20,3,45,DES,0,0.02,0.02
DM5836,,MARCO,V.O.ALIVIADA,1993/08/20,5,45,1993/08/20,7,15,DES,0.03,0.07,0.1
DM5837,,P.LIMA,"VILAR MONTE",1993/08/20,2,35,1993/08/20,5,15,DES,0,5,5
DM5838,,V.N.GAIA,VALADARES,1993/08/20,2,45,1993/08/20,3,10,DES,0,0.06,0.06
DM5839,,AMARANTE,V.GARCIA,1993/08/20,3,15,1993/08/20,5,15,DES,2,1,3
DM5840,,P.VARZIM,LAUNDOS,1993/08/20,3,20,1993/08/20,5,18,DES,0,0.3,0.3
DM5841,,FAFE,ANTIME,1993/08/20,3,35,1993/08/20,4,35,DES,0.05,0,0.05
DM5842,,GUIMARAES,POLVOREIRA,1993/08/20,4,0,1993/08/20,5,0,DES,0,0.1,0.1
DM5842,,GUIMARAES,POLVOREIRA,1993/08/20,11,50,1993/08/20,13,15,DES,0,0.15,0.15
DM5843,,MARCO,MAGRELOS,1993/08/20,4,35,1993/08/20,15,55,DES,4,8,12
DM5843,,MARCO,MAGRELOS,1993/08/20,17,55,1993/08/20,20,30,DES,1,0,1
DM5844,,BAIAO,S.M.ZEZERE,1993/08/20,6,0,1993/08/20,8,15,DES,0,1,1
DM5844,,BAIAO,S.M.ZEZERE,1993/08/20,4,45,1993/08/20,5,25,DES,0,2,2
DM5845,,PAREDES,SOBROSA,1993/08/29,4,45,1993/08/29,5,30,DES,0,0.02,0.02
DM5845,,PAREDES,SOBROSA,1993/08/20,4,50,1993/08/20,5,35,DES,0,0.05,0.05
DM5845,,PAREDES,SOBROSA,1993/08/29,14,30,1993/08/29,15,50,DES,0,0.2,0.2
DM5845,,PAREDES,SOBROSA,1993/08/29,19,20,1993/08/29,20,0,DES,0,0.2,0.2
DM5845,,PAREDES,SOBROSA,1993/08/29,20,0,1993/08/29,21,10,DES,0,0.2,0.2
DM5846,,FELGUEIRAS,REGILDE,1993/08/20,5,0,1993/08/20,6,50,DES,0,0.3,0.3
DM5847,,FAFE,QUINCHAES,1993/08/20,5,15,1993/08/20,8,30,DES,1,1,2
DM5848,,FELGUEIRAS,SENDIM,1993/08/20,5,25,1993/08/20,6,0,DES,0,0.2,0.2
DM5849,,FELGUEIRAS,VARZIELA,1993/08/20,5,40,1993/08/20,7,20,DES,0,2,2
DM5850,,GUIMARAES,PINHEIRO,1993/08/20,6,0,1993/08/20,8,15,DES,0,1,1
DM5851,,FELGUEIRAS,S.EULALIA,1993/08/20,6,0,1993/08/20,6,35,DES,0,0.1,0.1
DM5851,,FELGUEIRAS,S.EULALIA,1993/08/20,6,35,1993/08/20,7,0,DES,0,0.15,0.15
DM5852,,LOUSADA,BOIM,1993/08/20,6,15,1993/08/20,6,40,DES,0,0.1,0.1
DM5852,,LOUSADA,BOIM,1993/08/20,6,40,1993/08/20,8,40,DES,3,4,7
DM5853,,LOUSADA,CRISTELOS,1993/08/20,6,15,1993/08/20,7,5,DES,0,0.25,0.25
DM5854,,LOUSADA,SILVARES,1993/08/20,6,15,1993/08/20,6,40,DES,0,0.1,0.1
DM5855,,FAFE,FORNELOS,1993/08/20,6,20,1993/08/20,8,30,DES,0,0.05,0.05
DM5856,,PENAFIEL,D.IGREJAS,1993/08/20,6,45,1993/08/20,8,5,DES,0,0.05,0.05
DM5856,,PENAFIEL,D.IGREJAS,1993/08/20,8,40,1993/08/20,9,50,DES,0,0.05,0.05
DM5857,,P.LANHOSO,TAIDE,1993/08/20,14,0,1993/08/20,15,0,DES,0,0.5,0.5
DM5857,,P.LANHOSO,TAIDE,1993/08/20,6,45,1993/08/20,11,10,DES,4,2,6
DM5858,,VALENCA,FRIESTAS,1993/08/21,7,35,1993/08/21,8,20,DES,0,0.01,0.01
DM5858,,VALENCA,FRIESTAS,1993/08/20,6,50,1993/08/20,21,40,DES,20,65,85
DM5859,,GUIMARAES,S.LEOCADIA,1993/08/20,6,50,1993/08/21,11,5,DES,96,0,96
DM5860,,GUIMARAES,"SANTIAGO CANDOSO",1993/08/20,7,0,1993/08/20,9,0,DES,0.3,0,0.3
DM5861,,V.N.CERVEIRA,SAPARDOS,1993/08/20,7,0,1993/08/20,11,0,DES,0,3,3
DM5862,,PAREDES,REBORDOSA,1993/08/20,7,15,1993/08/20,8,10,DES,0,0.05,0.05
DM5863,,S.TIRSO,STO.TIRSO,1993/08/20,7,37,1993/08/20,14,20,DES,0,12,12
DM5864,,FELGUEIRAS,PEDREIRA,1993/08/20,7,45,1993/08/20,9,30,DES,0,0.03,0.03
DM5864,,FELGUEIRAS,PEDREIRA,1993/08/20,10,45,1993/08/20,13,0,DES,0,0.12,0.12
DM5865,,A.VALDEVEZ,VILELA,1993/08/20,7,45,1993/08/20,14,0,DES,15,15,30
DM5866,,S.TIRSO,M.CORDOVA,1993/08/20,7,47,1993/08/20,8,15,DES,0,0.05,0.05
DM5866,,S.TIRSO,M.CORDOVA,1993/08/20,8,15,1993/08/20,9,40,DES,0,0.4,0.4
DM5867,,PENAFIEL,BUSTELO,1993/08/20,7,50,1993/08/20,9,15,DES,0.5,0.5,1
DM5868,,CEL.BASTO,S.CLEMENTE,1993/08/20,7,50,1993/08/20,11,40,DES,0,2.5,2.5
DM5869,,P.LIMA,ANAIS,1993/08/20,8,0,1993/08/20,12,30,DES,5,0,5
DM5870,,P.LANHOSO,OLIVEIRA,1993/08/20,8,0,1993/08/20,11,0,DES,0,2,2
DM5871,,FELGUEIRAS,POMBEIRO,1993/08/20,8,0,1993/08/20,10,0,DES,0,0.1,0.1
DM5871,,FELGUEIRAS,POMBEIRO,1993/08/20,9,0,1993/08/20,10,0,DES,0,0.3,0.3
DM5872,,FELGUEIRAS,REFONTOURA,1993/08/20,8,0,1993/08/20,9,0,DES,0.1,0.1,0.2
DM5873,,VALENCA,TAIAO,1993/08/20,8,0,1993/08/20,9,45,DES,0,0.05,0.05
DM5874,,FELGUEIRAS,B.GODIM,1993/08/20,18,0,1993/08/20,19,45,DES,0,0.03,0.03
DM5874,,FELGUEIRAS,B.GODIM,1993/08/20,8,10,1993/08/20,8,50,DES,0,0.07,0.07
DM5874,,FELGUEIRAS,B.GODIM,1993/08/20,11,10,1993/08/20,11,45,DES,0,0.6,0.6
DM5875,,P.FERREIRA,EIRIZ,1993/08/20,13,30,1993/08/20,14,50,DES,0,0.2,0.2
DM5875,,P.FERREIRA,EIRIZ,1993/08/20,8,10,1993/08/20,10,50,DES,0,0.5,0.5
DM5876,,PAREDES,REBORDOSA,1993/08/20,8,10,1993/08/20,8,40,DES,0,0.01,0.01
DM5876,,PAREDES,REBORDOSA,1993/08/20,8,30,1993/08/20,9,50,DES,0.2,0.3,0.5
DM5877,,P.FERREIRA,MODELOS,1993/08/20,8,45,1993/08/20,9,15,DES,0,0.02,0.02
DM5878,,VALONGO,ALFENA,1993/08/20,8,50,1993/08/20,9,30,DES,0,0.05,0.05
DM5879,,LOUSADA,BARROSAS,1993/08/20,8,50,1993/08/20,10,0,DES,0,0.03,0.03
DM5880,,GUIMARAES,OUTRAS,1993/08/20,8,50,1993/08/20,11,0,DES,0,1,1
DM5881,,FELGUEIRAS,CARAMOS,1993/08/20,9,0,1993/08/20,9,45,DES,0,0.05,0.05
DM5882,,A.VALDEVEZ,GIELA,1993/08/20,9,0,1993/08/20,12,30,DES,4,3,7
DM5883,,AMARANTE,REAL,1993/08/20,9,0,1993/08/20,9,45,DES,0,0.1,0.1
DM5884,,V.CASTELO,DEAO,1993/08/20,9,5,1993/08/20,11,10,DES,0,0.25,0.25
DM5885,,GUIMARAES,AROSA,1993/08/20,9,20,1993/08/20,11,30,DES,0,3,3
DM5886,,FAFE,FAFE,1993/08/20,9,30,1993/08/20,10,0,DES,0,0.01,0.01
DM5886,,FAFE,FAFE,1993/08/20,10,40,1993/08/20,11,0,DES,0,0.01,0.01
DM5887,,PAREDES,LORDELO,1993/08/20,9,30,1993/08/20,10,15,DES,0,0.1,0.1
DM5888,,P.LANHOSO,N.S.AMPARO,1993/08/20,9,30,1993/08/20,10,20,DES,0,0.5,0.5
DM5889,,LOUSADA,NESPEREIRA,1993/08/20,9,30,1993/08/20,10,0,DES,0,0.2,0.2
DM5890,,S.TIRSO,GUIMAREI,1993/08/20,9,35,1993/08/20,10,25,DES,0,0.1,0.1
DM5891,,CEL.BASTO,OURILHE,1993/08/20,9,35,1993/08/20,11,0,DES,0.15,0,0.15
DM5892,,FAFE,OUTRAS,1993/08/20,9,35,1993/08/20,11,0,DES,0,0.5,0.5
DM5893,,GUIMARAES,"S.PAIO GUIMARAES",1993/08/20,9,50,1993/08/20,10,30,DES,0,0.05,0.05
DM5893,,GUIMARAES,"S.PAIO GUIMARAES",1993/08/20,13,20,1993/08/20,15,45,DES,0,0.5,0.5
DM5894,,FELGUEIRAS,SANTAO,1993/08/20,9,50,1993/08/20,12,35,DES,0,0.2,0.2
DM5895,,GONDOMAR,"RIO TINTO",1993/08/20,9,55,1993/08/20,11,10,DES,0,0.1,0.1
DM5896,,LOUSADA,S.MARGARIDA,1993/08/20,10,0,1993/08/20,11,25,DES,0,0.5,0.5
DM5897,,MATOSINHOS,L.PALMEIRA,1993/08/20,10,5,1993/08/20,11,5,DES,0,0.04,0.04
DM5898,,S.TIRSO,S.T.NEGRELOS,1993/08/20,10,12,1993/08/20,11,44,DES,0,0.15,0.15
DM5898,,S.TIRSO,S.T.NEGRELOS,1993/08/20,12,40,1993/08/20,13,30,DES,0,0.2,0.2
DM5898,,S.TIRSO,S.T.NEGRELOS,1993/08/28,14,20,1993/08/28,19,40,DES,0,1,1
DM5899,,GUIMARAES,GONDOMAR,1993/08/20,10,15,1993/08/20,16,30,DES,0,6,6
DM5900,,AMARANTE,LUFREI,1993/08/20,10,15,1993/08/20,13,30,DES,0.25,0.25,0.5
DM5901,,FAMALICAO,GAVIAO,1993/08/20,10,20,1993/08/20,10,50,DES,0,0.1,0.1
DM5902,,GONDOMAR,F.SOUSA,1993/08/20,10,30,1993/08/20,11,30,DES,0,0.1,0.1
DM5903,,BARCELOS,BALUGAES,1993/08/20,10,50,1993/08/20,11,45,DES,0,0.15,0.15
DM5904,,P.VARZIM,P.VARZIM,1993/08/20,10,50,1993/08/20,11,20,DES,0,0.05,0.05
DM5905,,FAFE,ANTIME,1993/08/20,10,55,1993/08/20,11,55,DES,0,0.05,0.05
DM5906,,CEL.BASTO,MOREIRA,1993/08/20,11,0,1993/08/20,12,10,DES,0,0.04,0.04
DM5907,,MARCO,V.B.BISPO,1993/08/20,11,15,1993/08/20,17,35,DES,0,1,1
DM5908,,FAFE,OUTRAS,1993/08/20,11,20,1993/08/20,13,35,DES,0,0.05,0.05
DM5909,,PENAFIEL,BUSTELO,1993/08/20,17,10,1993/08/20,18,35,DES,0,0.01,0.01
DM5909,,PENAFIEL,BUSTELO,1993/08/20,11,35,1993/08/20,12,20,DES,0,0.3,0.3
DM5910,,GUIMARAES,INFIAS,1993/08/20,11,40,1993/08/20,13,20,DES,0,1,1
DM5911,,FAMALICAO,LOURO,1993/08/20,11,45,1993/08/20,12,50,DES,0,0.05,0.05
DM5911,,FAMALICAO,LOURO,1993/08/20,13,10,1993/08/20,14,15,DES,0,2,2
DM5912,,AMARES,PORTELA,1993/08/20,11,45,1993/08/20,12,45,DES,0,0.2,0.2
DM5913,,FAMALICAO,MOGEGE,1993/08/20,11,50,1993/08/20,13,50,DES,0,0.5,0.5
DM5914,,GUIMARAES,LONGOS,1993/08/20,11,55,1993/08/20,13,55,DES,0,0.75,0.75
DM5915,,AMARES,PROZELO,1993/08/20,12,20,1993/08/20,13,30,DES,0,1,1
DM5916,,MARCO,CONSTANCE,1993/08/20,12,50,1993/08/20,14,0,DES,0,0.1,0.1
DM5917,,PAREDES,LORDELO,1993/08/20,12,55,1993/08/20,13,25,DES,0,0.03,0.03
DM5918,,AMARANTE,OLIVEIRA,1993/08/20,13,0,1993/08/20,15,30,DES,0,0.1,0.1
DM5919,,FELGUEIRAS,RANDE,1993/08/20,13,0,1993/08/20,15,15,DES,1,1,2
DM5920,,FELGUEIRAS,V.C.LIXA,1993/08/20,13,0,1993/08/20,15,0,DES,0,0.02,0.02
DM5921,,MONCAO,ABEDIM,1993/08/20,13,10,1993/08/20,15,0,DES,1,0,1
DM5922,,MONCAO,ABEDIM,1993/08/20,13,10,1993/08/20,15,0,DES,0,1,1
DM5923,,VALONGO,ERMESINDE,1993/08/20,13,10,1993/08/20,13,45,DES,0,0.02,0.02
DM5924,,MONCAO,ABEDIM,1993/08/20,13,20,1993/08/20,15,50,DES,1,0,1
DM5925,,FELGUEIRAS,AIRAES,1993/08/20,13,20,1993/08/20,13,45,DES,0,0.15,0.15
DM5925,,FELGUEIRAS,AIRAES,1993/08/20,15,15,1993/08/20,19,15,DES,2,2,4
DM5926,,V.VERDE,PASSOS,1993/08/20,13,20,1993/08/20,17,5,DES,0,3,3
DM5927,,FELGUEIRAS,UNHAO,1993/08/20,13,55,1993/08/20,17,15,DES,1,1,2
DM5928,,AMARANTE,ABOIM,1993/08/20,14,0,1993/08/20,15,30,DES,0.05,0.05,0.1
DM5929,,A.VALDEVEZ,GRADE,1993/08/20,14,0,1993/08/21,5,10,DES,10,10,20
DM5930,,VALENCA,S.P.TORRE,1993/08/20,14,10,1993/08/20,15,35,DES,0.25,0,0.25
DM5931,,CEL.BASTO,V.BOURO,1993/08/20,14,25,1993/08/20,16,0,DES,0,0.5,0.5
DM5932,,FAFE,REVELHE,1993/08/20,14,30,1993/08/20,16,15,DES,0,0.05,0.05
DM5933,,CEL.BASTO,B.MONTANHA,1993/08/20,15,10,1993/08/20,18,20,DES,1,0,1
DM5934,,VALENCA,GANDRA,1993/08/20,15,25,1993/08/20,16,45,DES,0,2,2
DM5935,,FEIRA,LOBAO,1993/08/20,16,10,1993/08/20,18,25,DES,0,0.15,0.15
DM5936,,GUIMARAES,S.LEOCADIA,1993/08/20,16,10,1993/08/20,22,15,DES,0,0.35,0.35
DM5937,,MARCO,ROSEM,1993/08/20,16,15,1993/08/20,19,30,DES,0,2,2
DM5938,,AMARANTE,TRAVANCA,1993/08/20,16,15,1993/08/20,17,5,DES,0,0.15,0.15
DM5939,,CEL.BASTO,V.BOURO,1993/08/20,16,20,1993/08/20,18,0,DES,0,0.03,0.03
DM5940,,V.MINHO,ROSSAS,1993/08/20,16,30,1993/08/20,19,30,DES,0,0.05,0.05
DM5941,,PENAFIEL,S.M.RECESINHOS,1993/09/01,12,30,1993/09/01,13,0,DES,0,0.1,0.1
DM5941,,PENAFIEL,S.M.RECESINHOS,1993/08/20,16,30,1993/08/20,17,55,DES,0,0.3,0.3
DM5942,,MARCO,ROSEM,1993/08/20,16,33,1993/08/20,19,0,DES,0,0.08,0.08
DM5943,,VALENCA,TAIAO,1993/08/20,16,35,1993/08/20,18,30,DES,0.25,0,0.25
DM5944,,PAREDES,REBORDOSA,1993/08/20,16,45,1993/08/20,20,25,DES,15,15,30
DM5945,,P.FERREIRA,FREAMUNDE,1993/08/20,16,50,1993/08/20,17,30,DES,0,0.02,0.02
DM5946,,GUIMARAES,"S.MARTINHO CANDOSO",1993/08/20,16,50,1993/08/20,17,30,DES,0,0.2,0.2
DM5947,,GONDOMAR,"RIO TINTO",1993/08/20,17,5,1993/08/20,18,50,DES,0,0.2,0.2
DM5948,,AMARANTE,TRAVANCA,1993/08/20,17,5,1993/08/20,18,25,DES,0.1,0.1,0.2
DM5949,,PAREDES,CETE,1993/08/20,21,55,1993/08/20,22,40,DES,0,0.01,0.01
DM5949,,PAREDES,CETE,1993/08/20,17,15,1993/08/20,17,50,DES,0,0.02,0.02
DM5950,,FAFE,TRAVASSOS,1993/08/20,17,15,1993/08/20,18,10,DES,0,0.5,0.5
DM5951,,V.N.GAIA,PEDROSO,1993/08/20,17,20,1993/08/20,18,25,DES,0,0.15,0.15
DM5952,,FELGUEIRAS,M.LIXA,1993/08/20,17,30,1993/08/20,18,0,DES,0,0.05,0.05
DM5953,,GONDOMAR,"RIO TINTO",1993/08/20,17,35,1993/08/20,18,30,DES,0,0.1,0.1
DM5954,,P.FERREIRA,CARVALHOSA,1993/08/20,17,50,1993/08/20,18,45,DES,0,0.02,0.02
DM5955,,VALONGO,CAMPO,1993/08/20,17,55,1993/08/20,18,45,DES,0,0.02,0.02
DM5955,,VALONGO,CAMPO,1993/08/20,22,5,1993/08/20,23,25,DES,0,0.2,0.2
DM5956,,FAFE,"VARZEA COVA",1993/08/20,18,0,1993/08/20,20,0,DES,0,3,3
DM5957,,MAIA,GEMUNDE,1993/08/20,18,44,1993/08/20,19,30,DES,0,0.02,0.02
DM5958,,FAMALICAO,BAIRRO,1993/08/20,18,45,1993/08/20,20,10,DES,0,0.6,0.6
DM5959,,FAFE,ANTIME,1993/08/20,19,0,1993/08/20,20,20,DES,0,0.1,0.1
DM5960,,GUIMARAES,RENDUFE,1993/08/20,19,0,1993/08/20,22,10,DES,0,0.1,0.1
DM5960,,GUIMARAES,RENDUFE,1993/08/28,20,45,1993/08/28,21,50,DES,0,0.3,0.3
DM5961,,GUIMARAES,PONTE,1993/08/20,19,10,1993/08/20,20,0,DES,0,0.15,0.15
DM5962,,FEIRA,V.FEIRA,1993/08/20,19,45,1993/08/20,20,45,DES,0,0.05,0.05
DM5963,,GONDOMAR,"RIO TINTO",1993/08/20,20,0,1993/08/20,21,10,DES,0,0.15,0.15
DM5964,,P.COURA,ROMARIGAES,1993/08/20,20,10,1993/08/21,3,40,DES,1,8,9
DM5965,,V.N.GAIA,V.ANDORINHO,1993/08/20,20,45,1993/08/20,21,45,DES,0,0.01,0.01
DM5966,,FAMALICAO,LOURO,1993/08/20,21,0,1993/08/20,22,0,DES,0,0.01,0.01
DM5967,,BRAGA,NOGUEIRO,1993/08/20,21,0,1993/08/20,21,45,DES,0,0.01,0.01
DM5968,,AMARANTE,TRAVANCA,1993/08/20,21,5,1993/08/20,21,45,DES,0.05,0.05,0.1
DM5968,,AMARANTE,TRAVANCA,1993/08/20,22,25,1993/08/21,1,10,DES,0.6,0.2,0.8
DM5969,,BRAGA,NOGUEIRA,1993/08/20,21,10,1993/08/20,22,25,DES,0,1,1
DM5970,,GUIMARAES,S.TORCATO,1993/08/20,21,15,1993/08/21,8,30,DES,0,0.1,0.1
DM5971,,V.N.GAIA,GRIJO,1993/08/20,21,30,1993/08/20,23,5,DES,0,0.2,0.2
DM5972,,V.CASTELO,"VILA FRIA",1993/08/20,21,40,1993/08/20,23,50,DES,0.25,0,0.25
DM5973,,MARCO,V.B.BISPO,1993/08/20,21,47,1993/08/20,22,25,DES,0.03,0,0.03
